id	theta	r	color	phy
s__QHMH01 sp003258795	6.451955621903327	220	#377EB8	p__Cyanobacteria
s__RUG841 sp900313795	6.454012360343206	400	#377EB8	p__Cyanobacteria
s__Zag111 sp002103105	6.46798487503781	380	#377EB8	p__Cyanobacteria
s__CAG-484 sp900321895	6.469438229170995	280	#377EB8	p__Cyanobacteria
s__Zag1 sp001917115	6.47262570629079	320	#377EB8	p__Cyanobacteria
s__UBA6984 sp003258725	6.482861471828802	240	#377EB8	p__Cyanobacteria
s__UBA2883 sp002103075	6.485949621104805	360	#377EB8	p__Cyanobacteria
s__Zag1 sp000437435	6.503815474340987	300	#377EB8	p__Cyanobacteria
s__Zag1 sp000438175	6.504277842800643	400	#377EB8	p__Cyanobacteria
s__Zag111 sp003258735	6.5069162636417905	340	#377EB8	p__Cyanobacteria
s__Gastranaerophilus phascolarctosicola	6.512688084342416	260	#377EB8	p__Cyanobacteria
s__Zag1 sp000433095	6.520784751568731	380	#377EB8	p__Cyanobacteria
s__CAG-196 sp002102975	6.5354575593625865	320	#377EB8	p__Cyanobacteria
s__CAG-484 sp000431315	6.541553030902854	360	#377EB8	p__Cyanobacteria
s__CAG-312 sp002405555	6.541658749943175	280	#A6761D	p__Verrucomicrobiota
s__CAG-312 sp001917305	6.554543325258079	400	#A6761D	p__Verrucomicrobiota
s__Victivallis sp002998355	6.566191596728391	340	#A6761D	p__Verrucomicrobiota
s__UBA11452 sp003526375	6.570657871225877	300	#A6761D	p__Verrucomicrobiota
s__CAG-312 sp000438015	6.573584628099651	380	#A6761D	p__Verrucomicrobiota
s__CAG-312 sp002437405	6.597156440700903	360	#A6761D	p__Verrucomicrobiota
s__Victivallis vadensis	6.598289412434382	320	#A6761D	p__Verrucomicrobiota
s__UBA1829 sp002338895	6.604808807715516	400	#A6761D	p__Verrucomicrobiota
s__Akkermansia muciniphila_C	6.625466929814991	340	#A6761D	p__Verrucomicrobiota
s__Akkermansia muciniphila_A	6.626384504630572	380	#A6761D	p__Verrucomicrobiota
s__Akkermansia sp001580195	6.652759850498953	360	#A6761D	p__Verrucomicrobiota
s__Akkermansia muciniphila_B	6.655074290172952	400	#A6761D	p__Verrucomicrobiota
s__Akkermansia muciniphila	6.679184381161493	380	#A6761D	p__Verrucomicrobiota
s__Peptococcus niger	6.705339772630389	400	#E41A1C	p__Firmicutes_B
